review_id,clip_cross_modal
R02801,0.26360416
R02802,0.12526023
R02803,0.20947918
R02804,0.2703226
R02805,0.2285671
R02806,0.23255363
R02807,0.30344617
R02808,0.22553504
R02809,0.21486418
R02810,0.300682
R02811,0.15711339
R02812,0.25866464
R02813,0.23066159
R02814,0.19486439
R02815,0.29545605
R02816,0.13408922
R02817,0.2694242
R02818,0.22170162
R02819,0.15620597
R02820,0.19851713
R02821,0.2073943
R02822,0.18730493
R02823,0.20292443
R02824,0.14786573
R02825,0.20185906
R02826,0.3129303
R02827,0.16321509
R02828,0.15643485
R02829,0.1827411
R02830,0.20056316
R02831,0.1515572
R02832,0.25618863
R02833,0.21020895
R02834,0.18898696
R02835,0.10790667
R02836,0.17061688
R02837,0.23768911
R02838,0.14230876
R02839,0.2223121
R02840,0.19895697
R02841,0.1664187
R02842,0.21764448
R02843,0.15654191
R02844,0.12322813
R02845,0.21078175
R02846,0.12067205
R02847,0.21784577
R02848,0.23933454
R02849,0.13490559
R02850,0.16461915
R02851,0.22175594
R02852,0.27224702
R02853,0.1295479
R02854,0.23461834
R02855,0.2539259
R02856,0.25249517
R02857,0.27615568
R02858,0.13754159
R02859,0.13962689
R02860,0.16771802
R02861,0.20768875
R02862,0.18935484
R02863,0.1521613
R02864,0.2415725
R02865,0.28845063
R02866,0.23396032
R02867,0.13653977
R02868,0.15460125
R02869,0.25525635
R02870,0.22520359
R02871,0.16409978
R02872,0.16297892
R02873,0.20827034
R02874,0.23001353
R02875,0.23887634
R02876,0.1532563
R02877,0.18765828
R02878,0.13770434
R02879,0.16921923
R02880,0.25576568
R02881,0.23124573
R02882,0.1340827
R02883,0.22173505
R02884,0.19861847
R02885,0.23608291
R02886,0.19896924
R02887,0.19569936
R02888,0.21714091
R02889,0.24401723
R02890,0.14549062
R02891,0.22436713
R02892,0.2758159
R02893,0.2297793
R02894,0.20390989
R02895,0.22511458
R02896,0.18999451
R02897,0.21750788
R02898,0.16202284
R02899,0.22412321
R02900,0.12735307
R02901,0.14678638
R02902,0.27872506
R02903,0.20747599
R02904,0.12413867
R02905,0.15217507
R02906,0.23576225
R02907,0.16865674
R02908,0.17914242
R02909,0.22561878
R02910,0.14954017
R02911,0.2820533
R02912,0.26081458
R02913,0.22673275
R02914,0.20735821
R02915,0.21248332
R02916,0.20073757
R02917,0.19140479
R02918,0.20965016
R02919,0.25858825
R02920,0.12716676
R02921,0.18862262
R02922,0.23476534
R02923,0.17015728
R02924,0.23767048
R02925,0.20748928
R02926,0.26041162
R02927,0.20094499
R02928,0.2525164
R02929,0.2243211
R02930,0.29989448
R02931,0.20107275
R02932,0.19096816
R02933,0.2313461
R02934,0.15567538
R02935,0.20427245
R02936,0.16525367
R02937,0.21291254
R02938,0.2244722
R02939,0.14688063
R02940,0.19409807
R02941,0.19340827
R02942,0.19351456
R02943,0.1932998
R02944,0.23216294
R02945,0.15533017
R02946,0.19689776
R02947,0.19914351
R02948,0.1504594
R02949,0.26892737
R02950,0.19430038
R02951,0.18975791
R02952,0.24592082
R02953,0.21787433
R02954,0.25220534
R02955,0.16587234
R02956,0.14303377
R02957,0.24970707
R02958,0.16914308
R02959,0.25855225
R02960,0.23382518
R02961,0.25429782
R02962,0.19060765
R02963,0.21968508
R02964,0.2713139
R02965,0.15681496
R02966,0.14916645
R02967,0.29503486
R02968,0.24957773
R02969,0.23559478
R02970,0.15995085
R02971,0.21363609
R02972,0.1950095
R02973,0.25625414
R02974,0.20268553
R02975,0.29397377
R02976,0.1992963
R02977,0.2163291
R02978,0.2236584
R02979,0.18718572
R02980,0.16352683
R02981,0.16708584
R02982,0.18112715
R02983,0.22728379
R02984,0.21814242
R02985,0.1487
R02986,0.11762217
R02987,0.16797431
R02988,0.113340765
R02989,0.16267991
R02990,0.120653585
R02991,0.23316348
R02992,0.1914971
R02993,0.22830492
R02994,0.1465307
R02995,0.14148812
R02996,0.19633609
R02997,0.3057864
R02998,0.2740776
R02999,0.20025665
R03000,0.17970061
R03001,0.18802527
R03002,0.26274604
R03003,0.26238436
R03004,0.2584918
R03005,0.1766774
R03006,0.21214154
R03007,0.12466855
R03008,0.15880424
R03009,0.2794076
R03010,0.24568927
R03011,0.14355974
R03012,0.14712757
R03013,0.20595312
R03014,0.12375225
R03015,0.20702669
R03016,0.08908898
R03017,0.17556866
R03018,0.19258694
R03019,0.2547582
R03020,0.23272003
R03021,0.19790334
R03022,0.13568364
R03023,0.15102282
R03024,0.21150601
R03025,0.26178682
R03026,0.23428228
R03027,0.25904104
R03028,0.1468887
R03029,0.19559982
R03030,0.23336734
R03031,0.1982888
R03032,0.2166816
R03033,0.24411911
R03034,0.25081205
R03035,0.17605591
R03036,0.18984342
R03037,0.24716452
R03038,0.16970213
R03039,0.18076818
R03040,0.16161272
R03041,0.14744702
R03042,0.2555464
R03043,0.2659611
R03044,0.18111253
R03045,0.1319164
R03046,0.21676615
R03047,0.23254374
R03048,0.27208522
R03049,0.2289311
R03050,0.24385461
R03051,0.21965145
R03052,0.1801807
R03053,0.26613843
R03054,0.23745354
R03055,0.23631097
R03056,0.12066632
R03057,0.2667343
R03058,0.13467056
R03059,0.25585026
R03060,0.22025433
R03061,0.16651781
R03062,0.21518084
R03063,0.26287588
R03064,0.24297327
R03065,0.22612631
R03066,0.21706839
R03067,0.3094803
R03068,0.19766495
R03069,0.16463679
R03070,0.24443154
R03071,0.18808016
R03072,0.27165914
R03073,0.1506606
R03074,0.13128881
R03075,0.23072554
R03076,0.16282925
R03077,0.26664674
R03078,0.22319552
R03079,0.21276958
R03080,0.19540767
R03081,0.28114238
R03082,0.16561624
R03083,0.17725852
R03084,0.21217373
R03085,0.11561495
R03086,0.22147122
R03087,0.19459547
R03088,0.27831808
R03089,0.16757207
R03090,0.25304568
R03091,0.19852677
R03092,0.14801334
R03093,0.20152181
R03094,0.20705238
R03095,0.13984388
R03096,0.19744901
R03097,0.2543689
R03098,0.17082778
R03099,0.1525802
R03100,0.18244615
R03101,0.16029003
R03102,0.16233054
R03103,0.18061039
R03104,0.23256761
R03105,0.28587815
R03106,0.25391036
R03107,0.21133994
R03108,0.16794771
R03109,0.18235049
R03110,0.19672553
R03111,0.25055864
R03112,0.18604472
R03113,0.104841605
R03114,0.1987209
R03115,0.23804827
R03116,0.22105077
R03117,0.24198203
R03118,0.20983838
R03119,0.16686784
R03120,0.19352931
R03121,0.20367654
R03122,0.15350543
R03123,0.27294797
R03124,0.22824469
R03125,0.15654695
R03126,0.13337408
R03127,0.17195776
R03128,0.18130553
R03129,0.28435087
R03130,0.18845795
R03131,0.18554844
R03132,0.16316622
R03133,0.16977274
R03134,0.25992936
R03135,0.1082872
R03136,0.25095165
R03137,0.27185166
R03138,0.2242931
R03139,0.21970141
R03140,0.17180094
R03141,0.28361958
R03142,0.17358932
R03143,0.22430068
R03144,0.19197778
R03145,0.26264903
R03146,0.21346647
R03147,0.15530354
R03148,0.21707617
R03149,0.10406868
R03150,0.2882008
R03151,0.22886303
R03152,0.16246739
R03153,0.22626354
R03154,0.22804059
R03155,0.25940776
R03156,0.2963991
R03157,0.24246229
R03158,0.20746985
R03159,0.23836908
R03160,0.113257155
R03161,0.1655651
R03162,0.2342805
R03163,0.19594711
R03164,0.21909001
R03165,0.24725129
R03166,0.27298343
R03167,0.19156134
R03168,0.20866802
R03169,0.21988511
R03170,0.17353137
R03171,0.24312729
R03172,0.20905364
R03173,0.15371495
R03174,0.16372481
R03175,0.25810832
R03176,0.3049519
R03177,0.23550294
R03178,0.15706965
R03179,0.164591
R03180,0.14579397
R03181,0.15664968
R03182,0.16750905
R03183,0.17924343
R03184,0.2022127
R03185,0.18159136
R03186,0.23206991
R03187,0.19664535
R03188,0.23662362
R03189,0.19910684
R03190,0.17770289
R03191,0.18145582
R03192,0.2830605
R03193,0.21821146
R03194,0.20827553
R03195,0.16640444
R03196,0.14448808
R03197,0.19569895
R03198,0.19413882
R03199,0.17160976
R03200,0.32707298
R03201,0.2574538
R03202,0.2750575
R03203,0.11882598
R03204,0.16654901
R03205,0.21279567
R03206,0.24828556
R03207,0.15633684
R03208,0.15780514
R03209,0.18961444
R03210,0.24100712
R03211,0.16293155
R03212,0.20340768
R03213,0.17633314
R03214,0.20113586
R03215,0.220654
R03216,0.2063986
R03217,0.21194881
R03218,0.12765847
R03219,0.16085675
R03220,0.17444389
R03221,0.22785193
R03222,0.26083195
R03223,0.22706354
R03224,0.17538773
R03225,0.25198108
R03226,0.17259845
R03227,0.2413297
R03228,0.16080621
R03229,0.24834326
R03230,0.22466996
R03231,0.18384807
R03232,0.21603034
R03233,0.14876011
R03234,0.17956856
R03235,0.14687595
R03236,0.27843183
R03237,0.10840243
R03238,0.1705643
R03239,0.1915766
R03240,0.27353218
R03241,0.1532309
R03242,0.18660438
R03243,0.2104136
R03244,0.20280589
R03245,0.14628178
R03246,0.23389882
R03247,0.21641675
R03248,0.20414767
R03249,0.3064348
R03250,0.24926269
R03251,0.22110833
R03252,0.20030722
R03253,0.24058212
R03254,0.1878683
R03255,0.26575023
R03256,0.17586732
R03257,0.17199051
R03258,0.27703977
R03259,0.23149025
R03260,0.13008697
R03261,0.14079943
R03262,0.2309601
R03263,0.20173511
R03264,0.24813664
R03265,0.19754359
R03266,0.18555954
R03267,0.2361546
R03268,0.17480204
R03269,0.17565408
R03270,0.1282698
R03271,0.2637149
R03272,0.14982529
R03273,0.20670426
R03274,0.11434688
R03275,0.22035165
R03276,0.14597343
R03277,0.23956394
R03278,0.2802704
R03279,0.1955724
R03280,0.256124
R03281,0.19265254
R03282,0.22295886
R03283,0.20835906
R03284,0.17552814
R03285,0.17371023
R03286,0.1715104
R03287,0.2383785
R03288,0.26325014
R03289,0.16789189
R03290,0.19846806
R03291,0.23653035
R03292,0.19917198
R03293,0.29513368
R03294,0.18453322
R03295,0.19375257
R03296,0.21116197
R03297,0.21222596
R03298,0.21067446
R03299,0.25742638
R03300,0.1252549
R03301,0.25298664
R03302,0.18307346
R03303,0.18017402
R03304,0.258676
R03305,0.2667608
R03306,0.24165764
R03307,0.21964091
R03308,0.20209193
R03309,0.23953581
R03310,0.20777439
R03311,0.20154428
R03312,0.2529076
R03313,0.25905627
R03314,0.12200087
R03315,0.20385167
R03316,0.24843562
R03317,0.2163637
R03318,0.24422643
R03319,0.18172368
R03320,0.18283185
R03321,0.12169944
R03322,0.18237612
R03323,0.19250387
R03324,0.2863393
R03325,0.23527837
R03326,0.20432691
R03327,0.14946984
R03328,0.16991073
R03329,0.20233014
R03330,0.23170444
R03331,0.18941739
R03332,0.1862366
R03333,0.19244167
R03334,0.1771819
R03335,0.20433255
R03336,0.101897165
R03337,0.16255116
R03338,0.19815184
R03339,0.2224128
R03340,0.21492502
R03341,0.22743116
R03342,0.14914158
R03343,0.1986512
R03344,0.25829422
R03345,0.23628029
R03346,0.13232352
R03347,0.2631331
R03348,0.2211215
